timestamp,open,high,low,close,volume,trade_count,vwap,BB_upper,BB_mid,BB_lower,MACD,MACD_signal,RSI,RSI_ema,Volume,RSI_signal,MACD_flip,BB_diverging,Signal,PnL,ROI
2023-12-12 00:00:00+00:00,41241.057,41932.649,41189.4945,41734.5365,0.0,0.0,0.0,,,,,,,,0.0,0,0,,,,
2023-12-12 04:00:00+00:00,41735.1805,42042.47,41407.983,41948.589,0.0,0.0,0.0,,,,,,,,0.0,0,0,0.0,,,
2023-12-12 08:00:00+00:00,41937.972,42091.485,41565.478,41593.8825,0.0,0.0,0.0,,,,,,,,0.0,0,0,0.0,,,
2023-12-12 12:00:00+00:00,41606.03,42002.7635,41189.7505,41352.78,0.0,0.0,0.0,,,,,,,,0.0,0,0,0.0,,,
2023-12-12 16:00:00+00:00,41324.8665,41439.5305,40690.365,41139.383,0.0,0.0,0.0,,,,,,,,0.0,0,0,0.0,,,
2023-12-12 20:00:00+00:00,41165.125,41545.6175,41067.85,41480.64,0.0,0.0,0.0,,,,,,,,0.0,0,0,0.0,,,
2023-12-13 00:00:00+00:00,41457.3295,41504.9725,40788.11,40816.07,0.0,0.0,0.0,,,,,,,,0.0,0,0,0.0,,,
2023-12-13 04:00:00+00:00,40809.7365,41233.9985,40651.8885,41119.265,0.0,0.0,0.0,,,,,,,,0.0,0,0,0.0,,,
2023-12-13 08:00:00+00:00,41128.5355,41286.61,40976.005,40993.628,0.0,0.0,0.0,,,,,,,,0.0,0,0,0.0,,,
2023-12-13 12:00:00+00:00,41024.8905,41945.242,40980.7355,41938.1,0.0,0.0,0.0,,,,,,,,0.0,0,0,0.0,,,
2023-12-13 16:00:00+00:00,41936.725,42861.9095,41789.192,42717.7645,0.018834094,1.0,42528.214,,,,,,,,0.018834094,0,0,0.0,,,
2023-12-13 20:00:00+00:00,42751.35,43443.95,42603.105,42875.4585,8.4317e-05,2.0,43063.455163,,,,,,,,8.4317e-05,0,0,0.0,,,
2023-12-14 00:00:00+00:00,42915.709,42951.065,42670.355,42719.912,0.0,0.0,0.0,,,,,,,,0.0,0,0,0.0,,,
2023-12-14 04:00:00+00:00,42784.0,43102.48,42704.9735,42904.264,0.0,0.0,0.0,,,,,,,,0.0,0,0,0.0,,,
2023-12-14 08:00:00+00:00,42909.9845,43270.999,42713.477,43270.9185,0.000239238,2.0,43009.802686,,,,,,65.22285333356052,,0.000239238,0,0,0.0,,,
2023-12-14 12:00:00+00:00,43279.7485,43336.158,41924.92,42460.3925,0.0,0.0,0.0,,,,,,55.6047323225662,,0.0,0,0,0.0,,,
2023-12-14 16:00:00+00:00,42481.36,43408.773,42478.05,43033.93,0.0,0.0,0.0,,,,,,60.0896597939826,,0.0,0,0,0.0,,,
2023-12-14 20:00:00+00:00,43099.265,43168.95,42866.38,43037.4785,0.000146241,1.0,43034.17,,,,,,60.11650579604857,,0.000146241,0,0,0.0,,,
2023-12-15 00:00:00+00:00,43018.99,43082.1295,42510.027,42806.95,0.000865997,1.0,43008.101,,,,,,57.41453566071589,,0.000865997,0,0,0.0,,,
2023-12-15 04:00:00+00:00,42789.75,42850.8225,42543.92,42675.724,0.0,0.0,0.0,43694.06507856044,42130.983324999994,40567.90157143955,,,55.87501880944916,,0.0,0,0,0.0,,,
2023-12-15 08:00:00+00:00,42710.2755,43012.65,42642.7405,42774.79,0.0,0.0,0.0,43759.02477030005,42182.996,40606.96722969995,,,56.816411324430916,,0.0,0,0,1.0,,,
2023-12-15 12:00:00+00:00,42765.88,42765.88,41697.61,41897.0455,4.2304e-05,1.0,42548.765,43758.140069977315,42180.41882499999,40602.69758002267,,,47.20655879784337,,4.2304e-05,0,0,1.0,,,
2023-12-15 16:00:00+00:00,41879.3655,42166.36,41714.564,42098.585,0.0,0.0,0.0,43761.02897345657,42205.65394999999,40650.27892654342,,,49.325922624417565,,0.0,0,0,-1.0,,,
2023-12-15 20:00:00+00:00,42072.335,42257.4785,41910.8795,41941.056,0.0,0.0,0.0,43746.44275216905,42235.067749999995,40723.69274783094,,,47.71359710488616,,0.0,0,0,-1.0,,,
2023-12-16 00:00:00+00:00,41967.145,42408.191,41690.78,42344.9805,4.2814e-05,1.0,42041.742,43720.84083512374,42295.34762499999,40869.85441487624,,,52.04232232480054,,4.2814e-05,0,0,-1.0,,,
2023-12-16 04:00:00+00:00,42354.485,42357.878,42152.0665,42224.4415,0.0,0.0,0.0,43709.03845127517,42332.537699999986,40956.0369487248,,,50.69355791366855,,0.0,0,0,-1.0,,,
2023-12-16 08:00:00+00:00,42222.561,42342.1,42099.2475,42342.1,0.0,0.0,0.0,43596.92592795386,42408.83919999999,41220.752472046115,,,52.00120388779324,,0.0,0,0,-1.0,,,
2023-12-16 12:00:00+00:00,42375.246,42613.17,42250.9,42590.825,0.000274763,1.0,42375.246,43513.881512336826,42482.41719999998,41450.95288766314,,,54.73419120267307,54.632647921202604,0.000274763,0,0,-1.0,,,
2023-12-16 16:00:00+00:00,42603.28,42710.4045,42338.2215,42372.355,0.0,0.0,0.0,43328.54968186375,42551.353549999985,41774.15741813622,,,51.936883692310545,54.273212690683664,0.0,-2,0,-1.0,,,
2023-12-16 20:00:00+00:00,42341.5585,42419.29,42180.727,42275.9855,0.0,0.0,0.0,43305.02573627786,42568.247824999984,41831.46991372211,,,50.70584414762042,53.79756355160856,0.0,0,0,-1.0,,,
2023-12-17 00:00:00+00:00,42301.112,42301.112,41875.76,41903.0855,0.0,0.0,0.0,43315.05549822896,42527.51387499998,41739.972251771,,,46.14774219296921,52.77758737045665,0.0,0,0,1.0,,,
